hole_id,elevation,qc,fs,u2
CPT-01,37.82,13.7131,194.68,115.19
CPT-01,37.8,11.2678,161.87,114.67
CPT-01,37.78,17.8208,254.13,113.09
CPT-01,37.76,20.1735,122.51,115.54
CPT-01,37.74,15.3016,120.05,115.88
CPT-01,37.72,10.5034,151.1,113.18
CPT-01,37.7,13.7455,133.06,99.44
CPT-01,37.68,16.8099,161.19,100.99
CPT-01,37.66,16.5487,113.56,111.37
CPT-01,37.64,16.3126,205.1,99.62
CPT-01,37.62,9.9881,135.45,115.21
CPT-01,37.6,17.2389,101.15,110.55
CPT-01,37.58,10.7384,73.53,99.43
CPT-01,37.56,13.6525,103.87,101.64
CPT-01,37.54,17.7031,221.95,117.28
CPT-01,37.52,12.9454,66.21,111.02
CPT-01,37.5,21.07,251.32,98.46
CPT-01,37.48,17.5222,158.65,108.16
CPT-01,37.46,17.3162,241.58,112.71
CPT-01,37.44,14.2526,201.84,104.05
CPT-01,37.42,16.8543,187.86,102.59
CPT-01,37.4,16.5409,206.39,111.19
CPT-01,37.38,16.7165,153.1,110.16
CPT-01,37.36,10.1156,117.76,103.13
CPT-01,37.34,15.9054,118.89,115.06
CPT-01,37.32,16.1553,152.95,114.15
CPT-01,37.3,13.8173,79.88,111.28
CPT-01,37.28,19.6638,197.72,111.67
CPT-01,37.26,16.9064,109.87,106.47
CPT-01,37.24,13.0277,91.9,112.3
CPT-01,37.22,14.7465,87.14,110.89
CPT-01,37.2,16.5849,168.05,109.9
CPT-01,37.18,10.8989,60.79,110.21
CPT-01,37.16,17.2444,154.5,118.29
CPT-01,37.14,8.9938,112.04,113.19
CPT-01,37.12,18.5287,104.46,122.67
CPT-01,37.1,16.0321,229.99,102.19
CPT-01,37.08,15.9292,144.78,118.06
CPT-01,37.06,14.5894,184.68,122.96
CPT-01,37.04,12.4579,185.98,109.78
CPT-01,37.02,11.685,160.04,121.78
CPT-01,37.0,10.6969,124.28,113.7
CPT-01,36.98,19.2684,222.27,109.57
CPT-01,36.96,17.1573,176.52,118.37
CPT-01,36.94,19.4727,140.73,102.14
CPT-01,36.92,18.333,215.14,114.61
CPT-01,36.9,15.4794,159.74,121.16
CPT-01,36.88,15.0576,116.79,123.96
CPT-01,36.86,18.6869,228.92,105.35
CPT-01,36.84,16.5224,209.18,123.16
CPT-01,36.82,11.1178,57.33,107.85
CPT-01,36.8,15.8423,173.91,119.44
CPT-01,36.78,15.6192,85.7,120.5
CPT-01,36.76,12.6109,90.45,123.55
CPT-01,36.74,16.6843,92.84,115.46
CPT-01,36.72,13.2033,162.6,111.38
CPT-01,36.7,22.1348,243.02,119.75
CPT-01,36.68,13.5437,87.12,119.67
CPT-01,36.66,18.0616,130.23,111.52
CPT-01,36.64,24.0373,331.65,125.92
CPT-01,36.62,18.6412,209.9,114.85
CPT-01,36.6,4.2919,61.87,120.74
CPT-01,36.58,15.2947,196.66,112.7
CPT-01,36.56,13.0331,114.23,123.09
CPT-01,36.54,16.1412,157.14,125.53
CPT-01,36.52,13.0341,170.2,127.27
CPT-01,36.5,20.9566,222.64,128.73
CPT-01,36.48,12.9911,96.51,110.92
CPT-01,36.46,14.244,163.34,128.09
CPT-01,36.44,16.0098,196.05,110.98
CPT-01,36.42,13.5561,104.17,122.62
CPT-01,36.4,8.5069,58.54,124.91
CPT-01,36.38,10.0979,123.63,120.3
CPT-01,36.36,6.9955,58.27,129.98
CPT-01,36.34,16.0422,82.67,129.72
CPT-01,36.32,16.9418,254.06,118.98
CPT-01,36.3,14.5283,107.89,122.18
CPT-01,36.28,17.5047,184.16,126.48
CPT-01,36.26,23.5239,207.17,120.88
CPT-01,36.24,13.0256,131.93,120.21
CPT-01,36.22,17.4093,104.21,132.06
CPT-01,36.2,7.4859,105.87,117.54
CPT-01,36.18,16.4583,150.42,122.37
CPT-01,36.16,15.4033,117.18,131.58
CPT-01,36.14,17.2102,185.72,119.25
CPT-01,36.12,17.0595,150.1,129.55
CPT-01,36.1,17.927,179.14,125.41
CPT-01,36.08,13.7719,182.01,133.21
CPT-01,36.06,12.1695,138.94,121.81
CPT-01,36.04,18.4996,123.81,127.62
CPT-01,36.02,21.2017,209.54,132.64
CPT-01,36.0,9.4679,52.9,111.19
CPT-01,35.98,13.5001,181.81,133.76
CPT-01,35.96,11.6571,106.36,131.45
CPT-01,35.94,9.0775,66.4,128.32
CPT-01,35.92,19.7408,172.38,126.32
CPT-01,35.9,15.2726,178.19,126.49
CPT-01,35.88,10.3984,52.68,125.08
CPT-01,35.86,15.4874,79.27,124.73
CPT-01,35.84,13.2942,68.75,131.97
CPT-01,35.82,25.8847,303.89,132.01
CPT-01,35.8,16.6054,99.02,115.84
CPT-01,35.78,13.978,96.72,125.44
CPT-01,35.76,16.2569,145.81,121.81
CPT-01,35.74,12.1062,109.69,126.8
CPT-01,35.72,17.8568,211.43,134.09
CPT-01,35.7,14.8245,171.04,134.56
CPT-01,35.68,15.1067,132.83,127.09
CPT-01,35.66,13.2308,73.58,113.6
CPT-01,35.64,17.2325,160.94,133.33
CPT-01,35.62,19.1458,204.07,135.4
CPT-01,35.6,19.0486,103.35,119.25
CPT-01,35.58,17.7649,243.04,136.57
CPT-01,35.56,13.7794,79.14,137.75
CPT-01,35.54,15.1894,212.55,128.75
CPT-01,35.52,23.9986,195.47,139.09
CPT-01,35.5,16.8872,183.57,133.96
CPT-01,35.48,14.064,81.14,119.1
CPT-01,35.46,11.0783,82.03,136.48
CPT-01,35.44,8.4641,70.4,134.67
CPT-01,35.42,20.4655,130.97,140.85
CPT-01,35.4,14.2379,209.91,117.04
CPT-01,35.38,10.347,96.96,137.43
CPT-01,35.36,11.3093,164.53,126.24
CPT-01,35.34,20.768,264.49,116.95
CPT-01,35.32,13.1704,130.47,125.57
CPT-01,35.3,27.3932,394.78,127.73
CPT-01,35.28,12.4858,73.13,132.76
CPT-01,35.26,9.6836,125.7,135.42
CPT-01,35.24,17.0143,206.16,133.56
CPT-01,35.22,16.1412,200.1,125.5
CPT-01,35.2,15.3201,123.83,126.82
CPT-01,35.18,15.2534,117.42,121.07
CPT-01,35.16,16.6736,175.86,128.46
CPT-01,35.14,19.0327,100.16,127.23
CPT-01,35.12,19.5032,160.79,128.25
CPT-01,35.1,17.981,142.38,128.5
CPT-01,35.08,22.4151,314.98,144.24
CPT-01,35.06,19.3664,207.6,123.13
CPT-01,35.04,13.3988,107.34,131.86
CPT-01,35.02,16.4898,92.88,130.51
CPT-01,35.0,10.9511,63.18,125.86
CPT-01,34.98,2.9379,21.93,135.95
CPT-01,34.96,2.0613,12.51,127.64
CPT-01,34.94,2.2066,31.97,128.56
CPT-01,34.92,1.4482,12.01,128.82
CPT-01,34.9,1.5099,19.86,143.01
CPT-01,34.88,2.9271,24.02,145.56
CPT-01,34.86,2.4302,17.03,128.84
CPT-01,34.84,4.554,36.04,139.23
CPT-01,34.82,2.0351,20.17,136.24
CPT-01,34.8,2.537,33.4,131.52
CPT-01,34.78,3.2761,20.11,136.31
CPT-01,34.76,1.6592,19.61,136.14
CPT-01,34.74,1.9498,28.33,133.95
CPT-01,34.72,2.2777,18.02,140.4
CPT-01,34.7,1.6698,22.02,143.38
CPT-01,34.68,1.7082,19.36,128.58
CPT-01,34.66,3.0085,34.86,141.61
CPT-01,34.64,2.5762,38.4,135.4
CPT-01,34.62,2.1958,19.78,136.34
CPT-01,34.6,3.5769,37.33,144.29
CPT-01,34.58,1.9114,16.43,147.36
CPT-01,34.56,1.3898,8.13,144.11
CPT-01,34.54,2.2378,25.91,132.98
CPT-01,34.52,2.3548,34.94,142.01
CPT-01,34.5,2.3079,20.76,144.28
CPT-01,34.48,3.3292,17.0,130.9
CPT-01,34.46,2.3186,23.43,138.25
CPT-01,34.44,1.5843,14.98,134.93
CPT-01,34.42,1.9927,25.35,140.57
CPT-01,34.4,1.7641,9.25,127.38
CPT-01,34.38,2.4978,22.88,151.31
CPT-01,34.36,3.9178,25.14,133.49
CPT-01,34.34,3.767,35.99,130.77
CPT-01,34.32,1.5955,14.97,144.58
CPT-01,34.3,2.5974,21.27,133.74
CPT-01,34.28,2.6461,35.7,143.63
CPT-01,34.26,2.1324,25.1,130.32
CPT-01,34.24,3.0952,20.88,130.38
CPT-01,34.22,2.4396,25.86,152.93
CPT-01,34.2,2.5927,17.75,144.22
CPT-01,34.18,3.31,30.85,127.25
CPT-01,34.16,2.1002,22.94,137.55
CPT-01,34.14,2.1515,25.92,132.58
CPT-01,34.12,2.5213,14.18,129.83
CPT-01,34.1,1.0451,14.34,132.42
CPT-01,34.08,2.0934,15.96,151.72
CPT-01,34.06,3.2859,33.77,145.6
CPT-01,34.04,1.5981,17.37,137.54
CPT-01,34.02,1.8706,25.17,145.38
CPT-01,34.0,2.988,23.83,145.5
CPT-01,33.98,1.3473,7.88,132.01
CPT-01,33.96,3.0041,20.52,148.16
CPT-01,33.94,2.9608,29.93,140.5
CPT-01,33.92,3.0098,20.64,146.91
CPT-01,33.9,3.0997,36.99,147.39
CPT-01,33.88,3.5179,34.81,133.1
CPT-01,33.86,2.4994,20.36,142.21
CPT-01,33.84,3.2121,16.37,133.36
CPT-01,33.82,2.7494,36.16,157.37
CPT-01,33.8,1.5654,18.55,141.77
CPT-01,33.78,2.4681,33.07,144.08
CPT-01,33.76,2.6739,33.72,138.59
CPT-01,33.74,2.5994,20.14,145.88
CPT-01,33.72,2.9348,36.47,152.7
CPT-01,33.7,3.2703,34.33,133.96
CPT-01,33.68,3.5412,46.86,141.51
CPT-01,33.66,3.4088,45.08,132.23
CPT-01,33.64,2.3052,34.34,134.18
CPT-01,33.62,1.5132,20.13,153.31
CPT-01,33.6,1.5984,15.18,141.74
CPT-01,33.58,5.417,71.33,144.58
CPT-01,33.56,3.8821,28.61,155.67
CPT-01,33.54,2.4475,26.63,142.37
CPT-01,33.52,2.2236,14.81,136.35
CPT-01,33.5,1.4019,9.91,138.53
CPT-01,33.48,3.1925,24.94,148.49
CPT-01,33.46,2.771,22.82,153.56
CPT-01,33.44,2.3456,31.85,162.08
CPT-01,33.42,3.1118,36.7,135.96
CPT-01,33.4,3.8659,54.85,162.72
CPT-01,33.38,2.1745,29.73,137.26
CPT-01,33.36,2.9041,35.18,158.28
CPT-01,33.34,2.0479,25.83,153.96
CPT-01,33.32,1.4523,11.16,146.36
CPT-01,33.3,2.5695,24.46,153.1
CPT-01,33.28,2.758,28.01,142.69
CPT-01,33.26,2.2581,32.43,145.59
CPT-01,33.24,3.1778,15.97,157.91
CPT-01,33.22,2.281,28.12,156.82
CPT-01,33.2,1.3583,11.66,136.98
CPT-01,33.18,2.805,29.02,141.81
CPT-01,33.16,2.001,15.38,160.37
CPT-01,33.14,2.7362,22.92,153.03
CPT-01,33.12,1.6564,13.98,156.39
CPT-01,33.1,2.1277,11.67,138.98
CPT-01,33.08,2.6876,16.78,162.09
CPT-01,33.06,1.6325,15.37,136.34
CPT-01,33.04,3.0193,35.89,140.5
CPT-01,33.02,2.3598,27.14,141.5
CPT-01,33.0,3.0839,35.61,144.46
CPT-01,32.98,2.2374,19.51,164.55
CPT-01,32.96,2.9069,23.42,158.53
CPT-01,32.94,3.1932,23.44,157.39
CPT-01,32.92,2.4893,24.32,141.61
CPT-01,32.9,2.4643,17.9,158.54
CPT-01,32.88,3.7318,49.15,168.19
CPT-01,32.86,2.572,23.72,142.14
CPT-01,32.84,3.2097,39.5,141.41
CPT-01,32.82,2.8385,23.09,165.54
CPT-01,32.8,3.3978,42.58,142.72
CPT-01,32.78,3.5462,52.94,143.2
CPT-01,32.76,2.3975,27.57,152.56
CPT-01,32.74,2.4801,30.32,158.57
CPT-01,32.72,2.9786,35.34,165.95
CPT-01,32.7,3.1708,18.6,142.61
CPT-01,32.68,2.5164,22.25,169.57
CPT-01,32.66,1.4325,11.67,144.2
CPT-01,32.64,2.4434,25.74,158.7
CPT-01,32.62,2.8308,31.35,164.47
CPT-01,32.6,1.9328,22.39,149.79
CPT-01,32.58,1.0548,10.73,156.47
CPT-01,32.56,2.4909,13.81,168.82
CPT-01,32.54,1.8304,26.63,156.41
CPT-01,32.52,3.2149,35.17,157.65
CPT-01,32.5,3.1125,45.99,172.24
CPT-01,32.48,2.8895,39.32,159.31
CPT-01,32.46,2.3283,20.15,163.11
CPT-01,32.44,2.6588,33.78,142.32
CPT-01,32.42,0.5179,2.94,150.24
CPT-01,32.4,2.7738,35.76,158.15
CPT-01,32.38,2.57,29.0,158.17
CPT-01,32.36,1.4271,8.31,159.49
CPT-01,32.34,3.1306,34.94,151.47
CPT-01,32.32,2.1481,15.11,168.51
CPT-01,32.3,3.3903,35.14,155.45
CPT-01,32.28,1.4915,17.61,145.31
CPT-01,32.26,1.3662,16.38,166.64
CPT-01,32.24,2.6574,15.58,157.42
CPT-01,32.22,2.2729,21.67,163.18
CPT-01,32.2,2.0209,25.07,147.73
CPT-01,32.18,3.726,45.01,166.55
CPT-01,32.16,3.5196,36.01,169.37
CPT-01,32.14,4.1955,51.22,149.8
CPT-01,32.12,3.474,26.71,173.11
CPT-01,32.1,3.498,44.47,145.74
CPT-01,32.08,2.7238,15.36,167.92
CPT-01,32.06,1.9032,20.49,147.63
CPT-01,32.04,1.7738,17.73,163.63
CPT-01,32.02,2.71,23.51,153.75
CPT-01,32.0,3.3341,40.77,153.07
CPT-01,31.98,3.1296,31.57,147.28
CPT-01,31.96,2.8903,28.09,158.46
CPT-01,31.94,2.0455,13.3,176.46
CPT-01,31.92,3.1346,44.32,170.48
CPT-01,31.9,1.7078,15.7,157.04
CPT-01,31.88,1.3957,10.76,149.28
CPT-01,31.86,3.1413,27.42,163.31
CPT-01,31.84,2.9105,37.96,179.17
CPT-01,31.82,2.2093,32.13,149.52
CPT-01,31.8,1.864,25.07,158.17
CPT-01,31.78,2.6418,27.82,147.88
CPT-01,31.76,2.8143,22.62,168.25
CPT-01,31.74,3.4814,33.56,167.43
CPT-01,31.72,1.1243,7.82,177.8
CPT-01,31.7,2.5574,32.24,156.41
CPT-01,31.68,3.3212,24.34,159.94
CPT-01,31.66,2.5329,33.93,177.66
CPT-01,31.64,2.5412,29.41,176.94
CPT-01,31.62,2.4869,30.52,152.48
CPT-01,31.6,1.9202,19.05,151.2
CPT-01,31.58,2.3901,35.78,173.01
CPT-01,31.56,4.0043,55.95,166.84
CPT-01,31.54,3.4953,41.97,162.13
CPT-01,31.52,2.8327,16.87,154.36
CPT-01,31.5,2.4464,32.29,152.59
CPT-01,31.48,1.7216,25.21,158.18
CPT-01,31.46,2.1467,16.34,160.98
CPT-01,31.44,2.8901,35.7,161.27
CPT-01,31.42,1.3202,10.19,153.3
CPT-01,31.4,2.9075,31.54,156.19
CPT-01,31.38,3.831,25.45,166.81
CPT-01,31.36,1.6749,24.53,158.31
CPT-01,31.34,3.0494,24.65,160.43
CPT-01,31.32,2.8417,33.7,179.54
CPT-01,31.3,2.8206,33.76,153.22
CPT-01,31.28,2.8665,16.95,160.42
CPT-01,31.26,1.8884,16.16,169.58
CPT-01,31.24,2.2257,33.18,153.44
CPT-01,31.22,1.9428,17.57,167.9
CPT-01,31.2,2.4927,23.98,180.03
CPT-01,31.18,1.8934,12.11,153.32
CPT-01,31.16,3.6015,22.71,181.12
CPT-01,31.14,0.5075,4.43,174.74
CPT-01,31.12,1.8504,14.04,181.16
CPT-01,31.1,1.666,8.69,155.83
CPT-01,31.08,3.2085,20.18,184.73
CPT-01,31.06,2.002,26.61,165.32
CPT-01,31.04,3.3576,22.43,173.81
CPT-01,31.02,2.7358,36.16,167.88
CPT-01,31.0,3.6923,24.84,161.88
CPT-01,30.98,2.7234,18.71,164.3
CPT-01,30.96,2.658,29.75,163.32
CPT-01,30.94,2.3579,18.75,169.23
CPT-01,30.92,2.2305,17.39,159.95
CPT-01,30.9,2.4111,16.86,185.94
CPT-01,30.88,1.3855,18.04,183.05
CPT-01,30.86,2.3176,34.52,182.81
CPT-01,30.84,1.8648,18.36,187.54
CPT-01,30.82,3.2766,32.84,169.57
CPT-01,30.8,2.7992,20.13,187.38
CPT-01,30.78,3.134,40.07,158.49
CPT-01,30.76,3.4809,44.1,191.42
CPT-01,30.74,2.4478,36.08,160.29
CPT-01,30.72,2.1521,28.33,188.98
CPT-01,30.7,1.9749,10.98,191.95
CPT-01,30.68,2.7958,36.27,169.74
CPT-01,30.66,4.0203,53.84,187.09
CPT-01,30.64,2.9801,38.93,182.13
CPT-01,30.62,3.4585,48.9,158.85
CPT-01,30.6,1.9062,20.27,177.82
CPT-01,30.58,0.6504,4.48,192.95
CPT-01,30.56,3.1854,25.77,175.65
CPT-01,30.54,1.8694,11.03,166.77
CPT-01,30.52,2.6905,13.47,191.13
CPT-01,30.5,3.4594,24.27,163.53
CPT-01,30.48,2.1303,28.64,170.54
CPT-01,30.46,0.7459,3.89,180.04
CPT-01,30.44,3.6979,49.79,189.95
CPT-01,30.42,1.814,26.49,172.88
CPT-01,30.4,3.2499,19.53,170.52
CPT-01,30.38,2.2135,14.09,165.58
CPT-01,30.36,3.8443,56.15,183.26
CPT-01,30.34,2.051,13.83,194.85
CPT-01,30.32,1.8613,23.96,168.47
CPT-01,30.3,0.7752,8.44,166.95
CPT-01,30.28,2.073,13.0,186.92
CPT-01,30.26,3.6448,52.81,194.99
CPT-01,30.24,0.5026,7.36,162.38
CPT-01,30.22,4.1188,45.41,194.43
CPT-01,30.2,3.0535,32.54,195.2
CPT-01,30.18,2.3855,15.28,188.54
CPT-01,30.16,2.6713,17.84,193.78
CPT-01,30.14,4.7672,28.07,187.64
CPT-01,30.12,1.4286,13.52,171.84
CPT-01,30.1,1.2197,9.14,164.9
CPT-01,30.08,2.484,12.45,176.58
CPT-01,30.06,2.8822,35.53,197.87
CPT-01,30.04,3.1978,28.1,182.76
CPT-01,30.02,1.8813,11.31,180.55
CPT-01,30.0,3.2624,38.73,169.24
CPT-01,29.98,1.6248,9.32,194.24
CPT-01,29.96,2.3048,33.46,166.39
CPT-01,29.94,3.1732,21.26,177.54
CPT-01,29.92,2.3863,33.36,167.44
CPT-01,29.9,1.4996,16.41,186.61
CPT-01,29.88,2.3004,33.18,170.42
CPT-01,29.86,2.5217,35.05,170.32
CPT-01,29.84,2.9365,20.26,190.27
CPT-01,29.82,2.8225,34.49,191.68
CPT-01,29.8,2.4377,17.98,166.92
CPT-01,29.78,3.1475,33.73,196.13
CPT-01,29.76,2.931,27.19,176.29
CPT-01,29.74,3.1222,36.28,187.72
CPT-01,29.72,2.5568,17.15,176.56
CPT-01,29.7,2.6736,15.56,197.11
CPT-01,29.68,2.2113,21.87,190.57
CPT-01,29.66,3.2518,19.22,186.45
CPT-01,29.64,3.1626,27.5,183.01
CPT-01,29.62,4.028,30.75,183.92
CPT-01,29.6,2.5941,14.57,194.76
CPT-01,29.58,3.1257,36.49,170.23
CPT-01,29.56,1.9448,28.6,189.14
CPT-01,29.54,3.3305,35.09,198.68
CPT-01,29.52,2.8472,29.48,199.86
CPT-01,29.5,1.7426,16.99,200.62
CPT-01,29.48,2.1791,30.57,194.58
CPT-01,29.46,2.5482,25.54,201.74
CPT-01,29.44,2.8752,32.21,172.78
CPT-01,29.42,1.3564,17.05,174.93
CPT-01,29.4,4.6308,60.59,173.36
CPT-01,29.38,2.29,21.15,205.88
CPT-01,29.36,0.1,1.13,200.31
CPT-01,29.34,3.5855,27.17,203.4
CPT-01,29.32,2.7557,24.47,184.29
CPT-01,29.3,2.347,19.39,179.92
CPT-01,29.28,0.9292,11.95,193.19
CPT-01,29.26,2.9228,29.89,185.71
CPT-01,29.24,2.1108,22.96,198.7
CPT-01,29.22,2.732,39.33,205.21
CPT-01,29.2,2.1591,16.97,190.68
CPT-01,29.18,2.3583,19.9,186.15
CPT-01,29.16,1.8156,20.13,172.17
CPT-01,29.14,3.1185,24.18,176.39
CPT-01,29.12,1.5452,8.33,204.93
CPT-01,29.1,1.7236,14.33,180.33
CPT-01,29.08,2.4519,34.25,172.23
CPT-01,29.06,0.6989,9.21,183.19
CPT-01,29.04,2.3236,27.79,175.56
CPT-01,29.02,3.4137,46.73,177.13
CPT-01,29.0,3.3543,44.47,182.47
CPT-01,28.98,2.3604,21.64,197.07
CPT-01,28.96,2.7096,35.87,200.92
CPT-01,28.94,3.01,37.91,205.98
CPT-01,28.92,2.9155,19.21,184.82
CPT-01,28.9,1.6315,16.43,178.26
CPT-01,28.88,3.4779,18.4,180.65
CPT-01,28.86,1.1769,15.69,205.65
CPT-01,28.84,2.5028,35.49,200.76
CPT-01,28.82,3.3834,26.19,205.55
CPT-01,28.8,1.3641,8.51,175.11
CPT-01,28.78,2.4634,21.49,197.09
CPT-01,28.76,3.2108,34.9,187.83
CPT-01,28.74,3.9529,26.23,209.14
CPT-01,28.72,2.492,19.56,189.64
CPT-01,28.7,1.2776,8.47,197.05
CPT-01,28.68,4.0399,46.35,201.34
CPT-01,28.66,2.1549,16.57,191.11
CPT-01,28.64,3.8817,49.2,175.69
CPT-01,28.62,2.675,37.76,200.77
CPT-01,28.6,2.4161,18.18,207.13
CPT-01,28.58,2.4381,19.64,213.67
CPT-01,28.56,1.9758,17.32,189.69
CPT-01,28.54,1.8436,13.86,194.5
CPT-01,28.52,1.8411,16.52,180.41
CPT-01,28.5,1.1614,11.75,202.57
CPT-01,28.48,2.9285,33.6,200.68
CPT-01,28.46,1.8547,14.81,181.18
CPT-01,28.44,4.698,53.59,211.02
CPT-01,28.42,3.4322,26.12,205.3
CPT-01,28.4,3.0257,19.66,207.65
CPT-01,28.38,2.0781,29.09,209.43
CPT-01,28.36,2.8499,33.07,204.72
CPT-01,28.34,1.4751,18.01,203.92
CPT-01,28.32,3.1199,28.66,193.54
CPT-01,28.3,2.4901,13.33,206.41
CPT-01,28.28,2.0331,24.94,187.34
CPT-01,28.26,2.2729,23.52,209.87
CPT-01,28.24,3.4942,35.2,212.48
CPT-01,28.22,1.8382,24.64,213.93
CPT-01,28.2,2.652,16.65,189.53
CPT-01,28.18,2.8292,37.02,209.82
CPT-01,28.16,2.9928,25.01,183.15
CPT-01,28.14,3.602,30.81,209.49
CPT-01,28.12,2.0053,16.67,190.35
CPT-01,28.1,3.8196,30.33,214.18
CPT-01,28.08,0.9223,9.99,218.12
CPT-01,28.06,2.7955,15.97,216.13
CPT-01,28.04,0.8916,7.86,192.62
CPT-01,28.02,2.4952,13.82,215.14
CPT-01,28.0,2.8477,25.89,203.9
CPT-01,27.98,2.9064,40.88,199.59
CPT-01,27.96,1.986,25.4,201.0
CPT-01,27.94,3.66,41.4,188.66
CPT-01,27.92,2.4484,18.94,212.44
CPT-01,27.9,2.4418,16.33,212.78
CPT-01,27.88,1.1443,6.73,206.91
CPT-01,27.86,2.5889,29.34,198.57
CPT-01,27.84,3.268,17.57,190.49
CPT-01,27.82,2.33,20.34,183.15
CPT-01,27.8,1.8363,12.68,210.25
CPT-01,27.78,3.8609,43.5,193.05
CPT-01,27.76,2.2446,14.12,198.72
CPT-01,27.74,1.8107,19.71,190.09
CPT-01,27.72,2.8013,22.15,213.14
CPT-01,27.7,1.8979,20.81,197.43
CPT-01,27.68,4.5038,37.95,220.64
CPT-01,27.66,0.7989,6.86,191.7
CPT-01,27.64,4.1957,37.9,193.52
CPT-01,27.62,1.9264,23.64,189.72
CPT-01,27.6,2.3933,16.01,199.56
CPT-01,27.58,1.4375,16.54,186.24
CPT-01,27.56,2.939,30.41,186.88
CPT-01,27.54,2.0694,30.93,212.28
CPT-01,27.52,2.409,28.66,202.39
CPT-01,27.5,2.3687,20.85,207.96
CPT-01,27.48,2.0447,24.44,211.58
CPT-01,27.46,2.5739,20.62,213.08
CPT-01,27.44,2.1683,23.97,191.61
CPT-01,27.42,1.9589,26.07,190.45
CPT-01,27.4,2.4219,14.87,190.69
CPT-01,27.38,2.1073,14.72,194.75
CPT-01,27.36,2.4206,16.98,215.82
CPT-01,27.34,3.4704,27.6,188.46
CPT-01,27.32,1.9543,28.01,200.74
CPT-01,27.3,2.5125,12.63,215.11
CPT-01,27.28,3.7665,44.03,193.56
CPT-01,27.26,1.661,9.8,208.85
CPT-01,27.24,2.4389,18.44,197.35
CPT-01,27.22,2.1354,31.79,200.24
CPT-01,27.2,2.1423,14.45,189.71
CPT-01,27.18,2.5817,20.41,221.76
CPT-01,27.16,1.997,11.88,220.16
CPT-01,27.14,3.71,20.25,224.29
CPT-01,27.12,2.2467,19.27,207.13
CPT-01,27.1,2.0815,23.35,225.82
CPT-01,27.08,3.726,25.44,205.96
CPT-01,27.06,3.3103,48.41,200.73
CPT-01,27.04,1.3251,17.22,216.79
CPT-01,27.02,3.5265,45.74,194.41
CPT-01,27.0,2.4077,34.73,196.55
CPT-01,26.98,2.2376,20.5,214.94
CPT-01,26.96,2.8886,19.68,206.23
CPT-01,26.94,1.3594,11.67,191.57
CPT-01,26.92,1.8885,27.83,196.06
CPT-01,26.9,1.0999,15.62,195.49
CPT-01,26.88,2.2917,17.45,204.21
CPT-01,26.86,2.6298,31.68,219.84
CPT-01,26.84,2.6153,27.85,232.79
CPT-01,26.82,1.4574,17.05,205.8
CPT-01,26.8,1.2707,7.56,219.76
CPT-01,26.78,2.3203,17.37,206.5
CPT-01,26.76,2.1477,28.76,215.76
CPT-01,26.74,1.7944,26.7,194.45
CPT-01,26.72,2.2098,29.81,228.7
CPT-01,26.7,2.1336,29.22,195.67
CPT-01,26.68,1.9069,28.03,194.8
CPT-01,26.66,2.5312,18.29,220.39
CPT-01,26.64,2.0193,19.37,227.37
CPT-01,26.62,2.8344,26.87,229.95
CPT-01,26.6,2.1199,21.14,221.43
CPT-01,26.58,2.6313,15.86,211.27
CPT-01,26.56,2.4862,14.69,219.72
CPT-01,26.54,2.4948,27.92,207.01
CPT-01,26.52,1.9561,22.92,235.05
CPT-01,26.5,2.4715,21.34,196.58
CPT-01,26.48,2.6491,28.08,221.19
CPT-01,26.46,3.368,32.78,223.01
CPT-01,26.44,2.4163,30.43,204.37
CPT-01,26.42,2.1153,17.8,230.9
CPT-01,26.4,3.1483,32.17,225.56
CPT-01,26.38,2.3527,12.84,202.42
CPT-01,26.36,3.3073,40.4,200.12
CPT-01,26.34,3.4815,38.67,203.8
CPT-01,26.32,3.2236,30.85,229.83
CPT-01,26.3,2.1607,26.29,200.7
CPT-01,26.28,0.9292,12.43,221.85
CPT-01,26.26,3.436,43.71,216.01
CPT-01,26.24,1.4115,8.96,218.32
CPT-01,26.22,0.821,8.46,198.83
CPT-01,26.2,3.9039,38.37,219.13
CPT-01,26.18,1.8957,26.94,204.82
CPT-01,26.16,1.3591,8.54,214.22
CPT-01,26.14,1.8862,20.76,236.14
CPT-01,26.12,1.7119,25.33,237.81
CPT-01,26.1,2.4796,31.3,209.79
CPT-01,26.08,4.5683,43.53,203.81
CPT-01,26.06,2.0185,18.42,228.94
CPT-01,26.04,2.4933,29.96,236.23
CPT-01,26.02,1.8258,22.13,239.74
CPT-01,26.0,2.1396,24.05,211.48
CPT-01,25.98,2.1035,17.78,228.54
CPT-01,25.96,3.6514,53.25,221.29
CPT-01,25.94,2.3644,28.24,213.45
CPT-01,25.92,3.058,29.98,224.64
CPT-01,25.9,2.9945,34.95,218.05
CPT-01,25.88,2.4794,19.49,237.32
CPT-01,25.86,0.9649,12.62,223.11
CPT-01,25.84,2.9427,34.44,208.95
CPT-01,25.82,2.5709,32.14,207.4
CPT-01,25.8,2.3614,31.63,231.18
CPT-01,25.78,3.0916,24.58,234.19
CPT-01,25.76,3.9372,23.72,239.5
CPT-01,25.74,2.7958,34.65,239.57
CPT-01,25.72,2.4511,18.08,236.18
CPT-01,25.7,1.4743,19.15,214.17
CPT-01,25.68,1.5645,13.89,244.31
CPT-01,25.66,0.9296,13.72,215.67
CPT-01,25.64,2.3776,17.86,229.66
